report_id,line_position,page,section_header,status,n_warnings,n_rows,n_cols
ACV_financial_statements_2022_aggregated,276,11,income_statement,success,0,28,5
ACV_financial_statements_2022_aggregated,289,12,income_statement,success,0,5,5
ACV_financial_statements_2022_aggregated,430,16,notes,success,0,13,2
ACV_financial_statements_2022_aggregated,453,17,notes,success,0,7,5
ACV_financial_statements_2022_aggregated,636,22,income_statement,success,0,6,2
ACV_financial_statements_2022_aggregated,882,28,notes,success,0,6,3
ACV_financial_statements_2022_aggregated,892,28,notes,success,0,9,3
ACV_financial_statements_2022_aggregated,907,29,notes,success,0,6,3
ACV_financial_statements_2022_aggregated,911,29,notes,success,0,12,3
ACV_financial_statements_2022_aggregated,915,29,notes,success,0,11,3
ACV_financial_statements_2022_aggregated,930,30,notes,success,0,5,3
ACV_financial_statements_2022_aggregated,936,30,notes,success,0,10,5
ACV_financial_statements_2022_aggregated,951,31,notes,success,0,6,3
ACV_financial_statements_2022_aggregated,955,31,notes,success,0,15,3
ACV_financial_statements_2022_aggregated,967,32,notes,success,0,20,6
ACV_financial_statements_2022_aggregated,985,33,notes,success,0,3,3
ACV_financial_statements_2022_aggregated,999,34,notes,success,0,1,4
ACV_financial_statements_2022_aggregated,1003,34,notes,success,0,4,5
ACV_financial_statements_2022_aggregated,1007,34,notes,success,0,4,5
ACV_financial_statements_2022_aggregated,1011,34,notes,success,0,2,5
ACV_financial_statements_2022_aggregated,1028,35,notes,success,0,25,3
ACV_financial_statements_2022_aggregated,1042,36,notes,success,0,7,3
ACV_financial_statements_2022_aggregated,1052,36,notes,success,0,3,6
ACV_financial_statements_2022_aggregated,1071,37,notes,success,0,11,8
ACV_financial_statements_2022_aggregated,1091,38,notes,success,0,10,8
ACV_financial_statements_2022_aggregated,1107,39,notes,success,0,22,3
ACV_financial_statements_2022_aggregated,1119,40,notes,success,0,20,5
ACV_financial_statements_2022_aggregated,1135,41,notes,success,0,11,3
ACV_financial_statements_2022_aggregated,1139,41,notes,success,0,13,3
ACV_financial_statements_2022_aggregated,1143,41,notes,success,0,6,3
ACV_financial_statements_2022_aggregated,1157,42,notes,success,0,12,6
ACV_financial_statements_2022_aggregated,1264,45,notes,success,0,11,7
ACV_financial_statements_2022_aggregated,1282,46,notes,success,0,6,5
ACV_financial_statements_2022_aggregated,1286,46,notes,success,0,2,3
ACV_financial_statements_2022_aggregated,1290,46,notes,success,0,4,3
ACV_financial_statements_2022_aggregated,1309,47,notes,success,0,22,3
ACV_financial_statements_2022_aggregated,1313,47,notes,success,0,6,3
ACV_financial_statements_2022_aggregated,1328,48,notes,success,0,4,3
ACV_financial_statements_2022_aggregated,1332,48,notes,success,0,5,3
ACV_financial_statements_2022_aggregated,1336,48,notes,success,0,10,3
ACV_financial_statements_2022_aggregated,1350,49,notes,success,0,14,3
ACV_financial_statements_2022_aggregated,1354,49,notes,success,0,17,3
ACV_financial_statements_2022_aggregated,1374,50,notes,success,0,4,3
ACV_financial_statements_2022_aggregated,1396,51,notes,success,0,21,3
ACV_financial_statements_2022_aggregated,1417,52,balance_sheet,success,0,8,3
ACV_financial_statements_2022_aggregated,1419,52,balance_sheet,success,0,9,3
ACV_financial_statements_2022_aggregated,1437,53,notes,success,0,24,3
ACV_financial_statements_2022_aggregated,1453,54,notes,success,0,23,3
ACV_financial_statements_2022_aggregated,1470,55,notes,success,0,22,4
ACV_financial_statements_2022_aggregated,1491,56,notes,success,0,9,3
ACV_financial_statements_2022_aggregated,1507,57,notes,success,0,2,3
ACV_financial_statements_2022_aggregated,1511,57,notes,success,0,5,3
ACV_financial_statements_2022_aggregated,1517,57,notes,success,0,3,3
ACV_financial_statements_2022_aggregated,1521,57,balance_sheet,success,0,5,3
EVF_financial_statements_2018,28,2,unclassified,success,0,7,2
EVF_financial_statements_2018,58,3,unclassified,success,0,8,2
EVF_financial_statements_2018,62,3,unclassified,success,0,5,2
EVF_financial_statements_2018,217,7,balance_sheet,success,0,33,5
EVF_financial_statements_2018,248,8,balance_sheet,success,0,19,5
EVF_financial_statements_2018,279,9,balance_sheet,success,0,3,5
EVF_financial_statements_2018,322,10,notes,success,0,21,5
EVF_financial_statements_2018,375,11,notes,success,0,31,3
EVF_financial_statements_2018,406,12,notes,success,0,8,3
EVF_financial_statements_2018,611,16,income_statement,success,0,6,3
EVF_financial_statements_2018,754,20,income_statement,success,0,6,2
EVF_financial_statements_2018,762,20,income_statement,success,0,3,2
EVF_financial_statements_2018,801,21,income_statement,success,0,4,2
EVF_financial_statements_2018,959,25,notes,success,0,5,3
EVF_financial_statements_2018,963,25,notes,success,0,5,3
EVF_financial_statements_2018,969,25,notes,success,0,15,3
EVF_financial_statements_2018,973,25,notes,success,0,4,3
EVF_financial_statements_2018,989,26,notes,success,0,5,3
EVF_financial_statements_2018,993,26,notes,success,0,4,3
EVF_financial_statements_2018,997,26,notes,success,0,7,3
EVF_financial_statements_2018,1003,26,income_statement,success,0,6,3
EVF_financial_statements_2018,1022,27,income_statement,success,0,8,3
EVF_financial_statements_2018,1026,27,income_statement,success,0,6,3
EVF_financial_statements_2018,1032,27,income_statement,success,0,8,3
EVF_financial_statements_2018,1046,28,income_statement,success,0,12,3
EVF_financial_statements_2018,1052,28,income_statement,success,0,11,4
EVF_financial_statements_2018,1067,29,income_statement,success,0,13,3
EVF_financial_statements_2018,1071,29,income_statement,success,0,13,5
EVF_financial_statements_2018,1086,30,income_statement,success,0,5,3
EVF_financial_statements_2018,1090,30,income_statement,success,0,5,3
EVF_financial_statements_2018,1094,30,income_statement,success,0,4,3
EVF_financial_statements_2018,1098,30,income_statement,success,0,4,3
EVF_financial_statements_2018,1102,30,income_statement,success,0,8,7
EVF_financial_statements_2018,1118,31,income_statement,success,0,3,3
EVF_financial_statements_2018,1122,31,income_statement,success,0,5,3
EVF_financial_statements_2018,1126,31,income_statement,success,0,14,7
EVF_financial_statements_2018,1144,32,notes,success,0,13,5
EVF_financial_statements_2018,1150,32,notes,success,0,7,3
EVF_financial_statements_2018,1165,33,notes,success,0,19,3
EVF_financial_statements_2018,1173,33,notes,success,0,4,3
EVF_financial_statements_2018,1187,34,notes,success,0,11,3
EVF_financial_statements_2018,1191,34,notes,success,0,6,3
EVF_financial_statements_2018,1195,34,notes,success,0,10,3
EVF_financial_statements_2018,1211,35,notes,success,0,8,3
EVF_financial_statements_2018,1215,35,notes,success,0,9,3
EVF_financial_statements_2018,1219,35,notes,success,0,5,3
EVF_financial_statements_2018,1223,35,notes,success,0,14,3
EVF_financial_statements_2018,1240,36,notes,success,0,9,8
EVF_financial_statements_2018,1244,36,notes,success,0,10,3
EVF_financial_statements_2018,1262,37,notes,success,0,6,3
EVF_financial_statements_2018,1270,37,notes,success,0,7,7
EVF_financial_statements_2018,1274,37,notes,success,0,9,3
EVF_financial_statements_2018,1290,38,notes,success,0,6,3
EVF_financial_statements_2018,1294,38,notes,success,0,11,3
EVF_financial_statements_2018,1298,38,notes,success,0,9,3
EVF_financial_statements_2018,1302,38,notes,success,0,6,3
EVF_financial_statements_2018,1319,39,notes,success,0,6,3
EVF_financial_statements_2018,1323,39,notes,success,0,8,3
EVF_financial_statements_2018,1327,39,notes,success,0,6,3
EVF_financial_statements_2018,1341,40,notes,success,0,19,3
EVF_financial_statements_2018,1345,40,notes,success,0,5,3
EVF_financial_statements_2018,1359,41,notes,success,0,19,3
EVF_financial_statements_2018,1363,41,notes,success,0,6,3
EVF_financial_statements_2018,1381,42,notes,success,0,9,3
EVF_financial_statements_2018,1385,42,notes,success,0,7,5
EVF_financial_statements_2018,1391,42,notes,success,0,6,3
EVF_financial_statements_2018,1417,43,notes,success,0,8,3
EVF_financial_statements_2018,1421,43,notes,success,0,4,6
EVF_financial_statements_2018,1429,43,notes,success,0,5,2
EVF_financial_statements_2018,1531,46,balance_sheet,success,0,21,5
EVF_financial_statements_2018,1550,47,balance_sheet,success,0,12,5
EVF_financial_statements_2018,1585,48,income_statement,success,0,15,5
EVF_financial_statements_2018,1603,49,notes,success,0,6,3
EVF_financial_statements_2018,1664,51,notes,success,0,20,10
EVF_financial_statements_2018,1749,54,notes,success,0,20,9
