report_id,n_tables,n_ok,n_warn,n_fail
GAS_financial_statements_2023_consolidated,102,102,0,0
GAS_financial_statements_2023_separate,85,85,0,0
GAS_financial_statements_2024_consolidated,115,115,0,0
GAS_financial_statements_2024_separate,90,90,0,0
GAS_financial_statements_2025_consolidated,74,74,0,0
GAS_financial_statements_2025_separate,140,140,0,0
GEE_financial_statements_2020_consolidated,71,71,0,0
GEE_financial_statements_2020_separate,48,48,0,0
GEE_financial_statements_2021_consolidated,77,77,0,0
GEE_financial_statements_2021_separate,58,58,0,0
GEE_financial_statements_2022_consolidated,84,84,0,0
GEE_financial_statements_2022_separate,59,59,0,0
GEE_financial_statements_2023_consolidated,81,81,0,0
GEE_financial_statements_2023_separate,60,60,0,0
GEE_financial_statements_2024_consolidated,152,152,0,0
GEE_financial_statements_2024_separate,112,112,0,0
GEE_financial_statements_2025_consolidated,76,76,0,0
GEE_financial_statements_2025_separate,58,58,0,0
GEG_financial_statements_2016_consolidated,53,53,0,0
GEG_financial_statements_2016_separate,61,61,0,0
GEG_financial_statements_2017_consolidated,55,55,0,0
GEG_financial_statements_2017_separate,60,60,0,0
GEG_financial_statements_2018_consolidated,74,74,0,0
GEG_financial_statements_2018_separate,74,74,0,0
GEG_financial_statements_2019_consolidated,85,85,0,0
GEG_financial_statements_2019_separate,68,68,0,0
GEG_financial_statements_2020_consolidated,84,84,0,0
GEG_financial_statements_2020_separate,69,69,0,0
GEG_financial_statements_2021_consolidated,82,82,0,0
GEG_financial_statements_2021_separate,74,74,0,0
GEG_financial_statements_2022_consolidated,88,88,0,0
GEG_financial_statements_2022_separate,70,70,0,0
GEG_financial_statements_2023_consolidated,90,90,0,0
GEG_financial_statements_2023_separate,63,63,0,0
GEG_financial_statements_2024_consolidated,179,179,0,0
GEG_financial_statements_2024_separate,148,148,0,0
GEG_financial_statements_2025_consolidated,152,152,0,0
GEG_financial_statements_2025_separate,117,117,0,0
GEX_financial_statements_2015_consolidated,65,65,0,0
GEX_financial_statements_2015_separate,61,61,0,0
GEX_financial_statements_2016_consolidated,54,54,0,0
GEX_financial_statements_2016_separate,50,50,0,0
GEX_financial_statements_2017_consolidated,93,93,0,0
GEX_financial_statements_2017_separate,61,61,0,0
GEX_financial_statements_2018_consolidated,87,87,0,0
GEX_financial_statements_2018_separate,59,59,0,0
GEX_financial_statements_2019_consolidated,82,82,0,0
GEX_financial_statements_2019_separate,60,60,0,0
GEX_financial_statements_2020_consolidated,90,90,0,0
GEX_financial_statements_2020_separate,61,61,0,0
GEX_financial_statements_2021_consolidated,81,81,0,0
GEX_financial_statements_2021_separate,66,66,0,0
GEX_financial_statements_2022_consolidated,81,81,0,0
GEX_financial_statements_2022_separate,73,73,0,0
GEX_financial_statements_2023_consolidated,90,90,0,0
GEX_financial_statements_2023_separate,71,71,0,0
GEX_financial_statements_2024_consolidated,91,91,0,0
GEX_financial_statements_2024_separate,72,72,0,0
GEX_financial_statements_2025_consolidated,92,92,0,0
GEX_financial_statements_2025_separate,76,76,0,0
GVR_financial_statements_2015_consolidated,91,91,0,0
GVR_financial_statements_2015_separate,78,78,0,0
GVR_financial_statements_2016_consolidated,76,76,0,0
GVR_financial_statements_2016_separate,78,78,0,0
GVR_financial_statements_2017_consolidated,101,101,0,0
GVR_financial_statements_2017_separate,9,9,0,0
GVR_financial_statements_2018_consolidated,94,94,0,0
GVR_financial_statements_2018_separate,78,78,0,0
GVR_financial_statements_2019_consolidated,97,97,0,0
GVR_financial_statements_2019_separate,72,72,0,0
GVR_financial_statements_2020_consolidated,92,92,0,0
GVR_financial_statements_2020_separate,77,77,0,0
GVR_financial_statements_2021_consolidated,95,95,0,0
GVR_financial_statements_2022_consolidated,97,97,0,0
GVR_financial_statements_2022_separate,79,79,0,0
GVR_financial_statements_2023_consolidated,105,105,0,0
GVR_financial_statements_2023_separate,67,67,0,0
GVR_financial_statements_2024_consolidated,168,168,0,0
GVR_financial_statements_2024_separate,155,155,0,0
GVR_financial_statements_2025_consolidated,245,245,0,0
GVR_financial_statements_2025_separate,155,155,0,0
HAG_financial_statements_2015_consolidated,97,97,0,0
HAG_financial_statements_2015_separate,75,75,0,0
HAG_financial_statements_2016_consolidated,109,109,0,0
HAG_financial_statements_2016_separate,69,69,0,0
HAG_financial_statements_2017_consolidated,127,127,0,0
HAG_financial_statements_2017_separate,87,87,0,0
HAG_financial_statements_2018_consolidated,104,104,0,0
HAG_financial_statements_2018_separate,77,77,0,0
HAG_financial_statements_2019_consolidated,89,89,0,0
HAG_financial_statements_2019_separate,70,70,0,0
HAG_financial_statements_2020_consolidated,114,114,0,0
HAG_financial_statements_2020_separate,85,85,0,0
HAG_financial_statements_2021_consolidated,97,97,0,0
HAG_financial_statements_2021_separate,77,77,0,0
HAG_financial_statements_2022_consolidated,110,110,0,0
HAG_financial_statements_2022_separate,82,82,0,0
HAG_financial_statements_2023_consolidated,102,102,0,0
HAG_financial_statements_2023_separate,73,73,0,0
HAG_financial_statements_2024_consolidated,77,77,0,0
HAG_financial_statements_2024_separate,83,83,0,0
HAG_financial_statements_2025_consolidated,80,80,0,0
HAG_financial_statements_2025_separate,65,65,0,0
HBC_financial_statements_2015_consolidated,78,78,0,0
HBC_financial_statements_2015_separate,80,80,0,0
HBC_financial_statements_2016_consolidated,90,90,0,0
HBC_financial_statements_2016_separate,78,78,0,0
HBC_financial_statements_2017_consolidated,88,88,0,0
HBC_financial_statements_2017_separate,79,79,0,0
HBC_financial_statements_2018_consolidated,94,94,0,0
HBC_financial_statements_2018_separate,89,89,0,0
HBC_financial_statements_2019_consolidated,109,109,0,0
HBC_financial_statements_2019_separate,79,79,0,0
HBC_financial_statements_2020_consolidated,91,91,0,0
HBC_financial_statements_2020_separate,74,74,0,0
HBC_financial_statements_2021_consolidated,79,79,0,0
HBC_financial_statements_2021_separate,70,70,0,0
HBC_financial_statements_2022_consolidated,92,92,0,0
HBC_financial_statements_2022_separate,73,73,0,0
HBC_financial_statements_2023_consolidated,82,82,0,0
HBC_financial_statements_2023_separate,76,76,0,0
HBC_financial_statements_2024_consolidated,75,75,0,0
HBC_financial_statements_2024_separate,89,89,0,0
HBC_financial_statements_2025_consolidated,88,88,0,0
HBC_financial_statements_2025_separate,92,92,0,0
HDB_financial_statements_2018_consolidated,118,118,0,0
HDB_financial_statements_2018_separate,113,113,0,0
HDB_financial_statements_2019_separate,109,109,0,0
HDB_financial_statements_2020_consolidated,106,106,0,0
HDB_financial_statements_2020_separate,106,106,0,0
HDB_financial_statements_2021_consolidated,112,112,0,0
HDB_financial_statements_2021_separate,112,112,0,0
HDB_financial_statements_2022_consolidated,110,110,0,0
HDB_financial_statements_2022_separate_1,109,109,0,0
HDB_financial_statements_2022_separate_2,109,109,0,0
HDB_financial_statements_2023_consolidated_1,51,51,0,0
HDB_financial_statements_2023_consolidated_2,105,105,0,0
HDB_financial_statements_2023_separate_1,48,48,0,0
HDB_financial_statements_2023_separate_2,106,106,0,0
HDB_financial_statements_2024_consolidated,110,110,0,0
HDB_financial_statements_2024_separate,107,107,0,0
HDB_financial_statements_2025_consolidated,106,106,0,0
HDB_financial_statements_2025_separate,101,101,0,0
HDG_financial_statements_2015_consolidated,58,58,0,0
HDG_financial_statements_2015_separate,51,51,0,0
HDG_financial_statements_2016_consolidated,69,69,0,0
HDG_financial_statements_2016_separate,52,52,0,0
HDG_financial_statements_2017_consolidated,64,64,0,0
HDG_financial_statements_2017_separate,52,52,0,0
HDG_financial_statements_2018_consolidated,71,71,0,0
HDG_financial_statements_2018_separate,62,62,0,0
HDG_financial_statements_2019_consolidated,76,76,0,0
HDG_financial_statements_2019_separate,54,54,0,0
HDG_financial_statements_2020_consolidated,85,85,0,0
HDG_financial_statements_2020_separate,75,75,0,0
HDG_financial_statements_2021_consolidated,77,77,0,0
HDG_financial_statements_2021_separate,78,78,0,0
HDG_financial_statements_2022_consolidated,66,66,0,0
HDG_financial_statements_2022_separate,72,72,0,0
HDG_financial_statements_2023_consolidated,66,66,0,0
HDG_financial_statements_2023_separate,71,71,0,0
HDG_financial_statements_2024_consolidated,69,69,0,0
HDG_financial_statements_2024_separate,70,70,0,0
HDG_financial_statements_2025_consolidated,65,65,0,0
HDG_financial_statements_2025_separate,68,68,0,0
HHS_financial_statements_2015_consolidated,40,40,0,0
HHS_financial_statements_2015_separate,39,39,0,0
HHS_financial_statements_2016_consolidated,39,39,0,0
HHS_financial_statements_2016_separate,39,39,0,0
HHS_financial_statements_2017_consolidated,41,41,0,0
HHS_financial_statements_2017_separate,37,37,0,0
HHS_financial_statements_2018_consolidated,40,40,0,0
HHS_financial_statements_2018_separate,38,38,0,0
HHS_financial_statements_2019_consolidated,45,45,0,0
HHS_financial_statements_2019_separate,38,38,0,0
HHS_financial_statements_2020_consolidated,46,46,0,0
HHS_financial_statements_2020_separate,43,43,0,0
HHS_financial_statements_2021_consolidated,54,54,0,0
HHS_financial_statements_2021_separate,44,44,0,0
HHS_financial_statements_2022_consolidated,51,51,0,0
HHS_financial_statements_2022_separate,45,45,0,0
HHS_financial_statements_2023_consolidated,51,51,0,0
HHS_financial_statements_2023_separate,44,44,0,0
HHS_financial_statements_2024_consolidated,105,105,0,0
HHS_financial_statements_2024_separate,92,92,0,0
HHS_financial_statements_2025_consolidated,118,118,0,0
HHS_financial_statements_2025_separate,90,90,0,0
HHV_financial_statements_2019_consolidated,79,79,0,0
HHV_financial_statements_2019_separate,58,58,0,0
HHV_financial_statements_2020_consolidated,73,73,0,0
HHV_financial_statements_2020_separate,62,62,0,0
HHV_financial_statements_2021_consolidated,82,82,0,0
HHV_financial_statements_2021_separate,75,75,0,0
HHV_financial_statements_2022_consolidated,97,97,0,0
HHV_financial_statements_2022_separate,87,87,0,0
HHV_financial_statements_2023_consolidated,101,101,0,0
HHV_financial_statements_2023_separate,89,89,0,0
HHV_financial_statements_2024_consolidated,98,98,0,0
HHV_financial_statements_2024_separate,89,89,0,0
HHV_financial_statements_2025_consolidated,96,96,0,0
HHV_financial_statements_2025_separate,96,96,0,0
HND_financial_statements_2016,40,40,0,0
HND_financial_statements_2017,47,47,0,0
HND_financial_statements_2018,42,42,0,0
HND_financial_statements_2019,41,41,0,0
HND_financial_statements_2020,44,44,0,0
HND_financial_statements_2021,46,46,0,0
HND_financial_statements_2022,52,52,0,0
HND_financial_statements_2023,45,45,0,0
HND_financial_statements_2024,48,48,0,0
HND_financial_statements_2025,43,43,0,0
HNG_financial_statements_2015_consolidated,91,91,0,0
HNG_financial_statements_2015_separate,44,44,0,0
HNG_financial_statements_2016_consolidated,88,88,0,0
HNG_financial_statements_2016_separate,44,44,0,0
HNG_financial_statements_2017_separate,65,65,0,0
HNG_financial_statements_2018_consolidated,87,87,0,0
HNG_financial_statements_2018_separate,67,67,0,0
HNG_financial_statements_2019_consolidated,80,80,0,0
HNG_financial_statements_2019_separate,80,80,0,0
HNG_financial_statements_2020_consolidated,76,76,0,0
HNG_financial_statements_2020_separate,67,67,0,0
HNG_financial_statements_2021_consolidated,75,75,0,0
HNG_financial_statements_2021_separate,63,63,0,0
HNG_financial_statements_2022_consolidated,71,71,0,0
HNG_financial_statements_2022_separate,74,74,0,0
HNG_financial_statements_2023_separate,57,57,0,0
HNG_financial_statements_2024_consolidated,64,64,0,0
HNG_financial_statements_2024_separate,59,59,0,0
HNG_financial_statements_2025_consolidated,65,65,0,0
HNG_financial_statements_2025_separate,63,63,0,0
HPG_financial_statements_2015_consolidated,77,77,0,0
HPG_financial_statements_2015_separate,42,42,0,0
HPG_financial_statements_2016_consolidated,78,78,0,0
HPG_financial_statements_2016_separate,43,43,0,0
HPG_financial_statements_2017_consolidated,79,79,0,0
HPG_financial_statements_2017_separate,44,44,0,0
HPG_financial_statements_2018_consolidated,76,76,0,0
HPG_financial_statements_2018_separate,48,48,0,0
HPG_financial_statements_2019_consolidated,77,77,0,0
HPG_financial_statements_2019_separate,47,47,0,0
HPG_financial_statements_2020_consolidated,78,78,0,0
HPG_financial_statements_2020_separate,54,54,0,0
HPG_financial_statements_2021_consolidated,84,84,0,0
HPG_financial_statements_2021_separate,53,53,0,0
HPG_financial_statements_2022_consolidated,31,31,0,0
HPG_financial_statements_2022_separate,46,46,0,0
HPG_financial_statements_2023_consolidated,70,70,0,0
HPG_financial_statements_2023_separate,45,45,0,0
HPG_financial_statements_2024_consolidated,74,74,0,0
HPG_financial_statements_2024_separate,42,42,0,0
HPG_financial_statements_2025_consolidated,62,62,0,0
HPG_financial_statements_2025_separate,49,49,0,0
HPX_financial_statements_2018_consolidated,41,41,0,0
HPX_financial_statements_2018_separate,41,41,0,0
HPX_financial_statements_2019_consolidated,73,73,0,0
HPX_financial_statements_2019_separate,63,63,0,0
HPX_financial_statements_2020_consolidated,77,77,0,0
HPX_financial_statements_2020_separate,65,65,0,0
HPX_financial_statements_2021_consolidated,76,76,0,0
HPX_financial_statements_2021_separate,66,66,0,0
HPX_financial_statements_2022_consolidated,64,64,0,0
HPX_financial_statements_2022_separate,59,59,0,0
HPX_financial_statements_2023_consolidated,69,69,0,0
HPX_financial_statements_2023_separate,63,63,0,0
HPX_financial_statements_2024_consolidated,61,61,0,0
HPX_financial_statements_2024_separate,53,53,0,0
HPX_financial_statements_2025_consolidated,62,62,0,0
HPX_financial_statements_2025_separate,53,53,0,0
HSG_financial_statements_2015_consolidated,84,84,0,0
HSG_financial_statements_2015_separate,83,83,0,0
HSG_financial_statements_2016_consolidated,73,73,0,0
HSG_financial_statements_2016_separate,77,77,0,0
HSG_financial_statements_2017_consolidated,93,93,0,0
HSG_financial_statements_2017_separate,82,82,0,0
HSG_financial_statements_2018_consolidated,89,89,0,0
HSG_financial_statements_2018_separate,84,84,0,0
HSG_financial_statements_2019_consolidated,72,72,0,0
HSG_financial_statements_2019_separate,70,70,0,0
HSG_financial_statements_2020_consolidated,72,72,0,0
HSG_financial_statements_2020_separate,72,72,0,0
HSG_financial_statements_2021_consolidated,71,71,0,0
HSG_financial_statements_2021_separate,71,71,0,0
HSG_financial_statements_2022_consolidated,67,67,0,0
HSG_financial_statements_2022_separate,72,72,0,0
HSG_financial_statements_2023_consolidated,69,69,0,0
HSG_financial_statements_2023_separate,74,74,0,0
HSG_financial_statements_2024_consolidated,67,67,0,0
HSG_financial_statements_2024_separate,75,75,0,0
HSG_financial_statements_2025_consolidated,65,65,0,0
HSG_financial_statements_2025_separate,74,74,0,0
HT1_financial_statements_2017_consolidated,63,63,0,0
HT1_financial_statements_2017_separate,56,56,0,0
HT1_financial_statements_2018_consolidated,57,57,0,0
HT1_financial_statements_2018_separate,55,55,0,0
HT1_financial_statements_2019_consolidated,61,61,0,0
HT1_financial_statements_2019_separate,58,58,0,0
HT1_financial_statements_2020_consolidated,60,60,0,0
HT1_financial_statements_2020_separate,58,58,0,0
HT1_financial_statements_2021_consolidated,46,46,0,0
HT1_financial_statements_2021_separate,45,45,0,0
HT1_financial_statements_2022_consolidated,53,53,0,0
HT1_financial_statements_2022_separate,57,57,0,0
HT1_financial_statements_2023_consolidated,50,50,0,0
HT1_financial_statements_2023_separate,49,49,0,0
HT1_financial_statements_2024_consolidated,57,57,0,0
HT1_financial_statements_2024_separate,50,50,0,0
HT1_financial_statements_2025_consolidated,55,55,0,0
HT1_financial_statements_2025_separate,52,52,0,0
HUT_financial_statements_2015_consolidated,51,51,0,0
HUT_financial_statements_2015_separate,50,50,0,0
HUT_financial_statements_2016_consolidated,56,56,0,0
HUT_financial_statements_2016_separate,53,53,0,0
HUT_financial_statements_2017_consolidated,50,50,0,0
HUT_financial_statements_2017_separate,45,45,0,0
HUT_financial_statements_2018_consolidated,58,58,0,0
HUT_financial_statements_2018_separate,50,50,0,0
HUT_financial_statements_2019_consolidated,57,57,0,0
HUT_financial_statements_2019_separate,50,50,0,0
HUT_financial_statements_2020_consolidated,62,62,0,0
HUT_financial_statements_2020_separate,61,61,0,0
HUT_financial_statements_2021_consolidated,57,57,0,0
HUT_financial_statements_2021_separate,53,53,0,0
HUT_financial_statements_2022_consolidated,66,66,0,0
HUT_financial_statements_2022_separate,58,58,0,0
HUT_financial_statements_2023_consolidated,76,76,0,0
HUT_financial_statements_2023_separate,62,62,0,0
HUT_financial_statements_2024_consolidated,65,65,0,0
HUT_financial_statements_2024_separate,82,82,0,0
HUT_financial_statements_2025_consolidated,93,93,0,0
HUT_financial_statements_2025_separate,70,70,0,0
IJC_financial_statements_2015_consolidated,78,78,0,0
IJC_financial_statements_2015_separate,76,76,0,0
IJC_financial_statements_2016_consolidated,75,75,0,0
IJC_financial_statements_2016_separate,71,71,0,0
IJC_financial_statements_2017_consolidated,75,75,0,0
IJC_financial_statements_2017_separate,70,70,0,0
IJC_financial_statements_2018_consolidated,75,75,0,0
IJC_financial_statements_2018_separate,77,77,0,0
IJC_financial_statements_2019_consolidated,71,71,0,0
IJC_financial_statements_2019_separate,69,69,0,0
IJC_financial_statements_2020_consolidated,77,77,0,0
IJC_financial_statements_2020_separate,73,73,0,0
IJC_financial_statements_2021_consolidated,81,81,0,0
IJC_financial_statements_2021_separate,71,71,0,0
IJC_financial_statements_2022_separate,75,75,0,0
IJC_financial_statements_2023_separate,68,68,0,0
IJC_financial_statements_2024_consolidated,78,78,0,0
IJC_financial_statements_2024_separate,70,70,0,0
IJC_financial_statements_2025_consolidated,77,77,0,0
IJC_financial_statements_2025_separate,77,77,0,0
KBC_financial_statements_2015_consolidated,66,66,0,0
KBC_financial_statements_2015_separate,60,60,0,0
KBC_financial_statements_2016_consolidated,59,59,0,0
KBC_financial_statements_2016_separate,59,59,0,0
KBC_financial_statements_2017_consolidated,58,58,0,0
KBC_financial_statements_2017_separate,56,56,0,0
KBC_financial_statements_2018_consolidated,58,58,0,0
KBC_financial_statements_2018_separate,60,60,0,0
KBC_financial_statements_2019_consolidated,62,62,0,0
KBC_financial_statements_2019_separate,62,62,0,0
KBC_financial_statements_2020_consolidated,65,65,0,0
KBC_financial_statements_2020_separate,63,63,0,0
KBC_financial_statements_2021_consolidated,69,69,0,0
KBC_financial_statements_2021_separate,66,66,0,0
KBC_financial_statements_2022_consolidated,75,75,0,0
KBC_financial_statements_2022_separate,67,67,0,0
KBC_financial_statements_2023_consolidated,68,68,0,0
KBC_financial_statements_2023_separate,62,62,0,0
KBC_financial_statements_2024_consolidated,65,65,0,0
KBC_financial_statements_2024_separate,62,62,0,0
KBC_financial_statements_2025_consolidated,69,69,0,0
KBC_financial_statements_2025_separate,64,64,0,0
KHG_financial_statements_2019_consolidated,41,41,0,0
KHG_financial_statements_2019_separate,42,42,0,0
KHG_financial_statements_2020_consolidated,41,41,0,0
KHG_financial_statements_2020_separate,41,41,0,0
KHG_financial_statements_2021_consolidated,52,52,0,0
KHG_financial_statements_2021_separate,49,49,0,0
KHG_financial_statements_2022_consolidated,52,52,0,0
KHG_financial_statements_2022_separate,53,53,0,0
KHG_financial_statements_2023_consolidated,56,56,0,0
KHG_financial_statements_2023_separate,57,57,0,0
KHG_financial_statements_2024_consolidated,105,105,0,0
KHG_financial_statements_2024_separate,111,111,0,0
KHG_financial_statements_2025_consolidated,53,53,0,0
KHG_financial_statements_2025_separate,53,53,0,0
KLB_financial_statements_2016_consolidated,95,95,0,0
KLB_financial_statements_2016_separate,99,99,0,0
KLB_financial_statements_2017_consolidated,94,94,0,0
KLB_financial_statements_2017_separate,92,92,0,0
KLB_financial_statements_2018_consolidated,101,101,0,0
KLB_financial_statements_2018_separate,97,97,0,0
KLB_financial_statements_2019_consolidated,75,75,0,0
KLB_financial_statements_2019_separate,77,77,0,0
KLB_financial_statements_2020_consolidated,73,73,0,0
KLB_financial_statements_2020_separate,70,70,0,0
KLB_financial_statements_2021_consolidated,70,70,0,0
KLB_financial_statements_2021_separate,70,70,0,0
KLB_financial_statements_2022_consolidated,76,76,0,0
KLB_financial_statements_2022_separate,73,73,0,0
KLB_financial_statements_2023_consolidated,78,78,0,0
KLB_financial_statements_2023_separate,73,73,0,0
KLB_financial_statements_2024_consolidated,72,72,0,0
KLB_financial_statements_2024_separate,79,79,0,0
KLB_financial_statements_2025_consolidated,80,80,0,0
KLB_financial_statements_2025_separate,79,79,0,0
MBB_financial_statements_2015_consolidated,103,103,0,0
MBB_financial_statements_2015_separate,96,96,0,0
MBB_financial_statements_2016_consolidated,107,107,0,0
MBB_financial_statements_2016_separate,95,95,0,0
MBB_financial_statements_2017_consolidated,106,106,0,0
MBB_financial_statements_2017_separate,96,96,0,0
MBB_financial_statements_2018_consolidated,99,99,0,0
MBB_financial_statements_2018_separate,90,90,0,0
MBB_financial_statements_2019_consolidated,106,106,0,0
MBB_financial_statements_2019_separate,90,90,0,0
MBB_financial_statements_2020_consolidated,108,108,0,0
MBB_financial_statements_2020_separate,92,92,0,0
MBB_financial_statements_2021_consolidated,109,109,0,0
MBB_financial_statements_2021_separate,95,95,0,0
MBB_financial_statements_2022_consolidated,108,108,0,0
MBB_financial_statements_2022_separate_1,98,98,0,0
MBB_financial_statements_2022_separate_2,98,98,0,0
MBB_financial_statements_2023_consolidated,116,116,0,0
MBB_financial_statements_2023_separate,103,103,0,0
MBB_financial_statements_2024_consolidated,118,118,0,0
MBB_financial_statements_2024_separate,106,106,0,0
MBB_financial_statements_2025_consolidated,121,121,0,0
MBB_financial_statements_2025_separate,108,108,0,0
MBS_financial_statements_2016,74,74,0,0
MBS_financial_statements_2017,97,97,0,0
MBS_financial_statements_2018,94,94,0,0
MBS_financial_statements_2019,97,97,0,0
MBS_financial_statements_2020,102,102,0,0
MBS_financial_statements_2021,99,99,0,0
MBS_financial_statements_2022,101,101,0,0
MBS_financial_statements_2023,106,106,0,0
MBS_financial_statements_2024,109,109,0,0
MBS_financial_statements_2025,115,115,0,0
MCH_financial_statements_2016_consolidated,71,71,0,0
MCH_financial_statements_2016_separate,49,49,0,0
MCH_financial_statements_2017_consolidated,68,68,0,0
MCH_financial_statements_2017_separate,50,50,0,0
MCH_financial_statements_2018_consolidated,69,69,0,0
MCH_financial_statements_2018_separate,52,52,0,0
MCH_financial_statements_2019_consolidated,70,70,0,0
MCH_financial_statements_2019_separate,53,53,0,0
MCH_financial_statements_2020_consolidated,75,75,0,0
MCH_financial_statements_2020_separate,56,56,0,0
MCH_financial_statements_2021_consolidated,71,71,0,0
MCH_financial_statements_2021_separate,63,63,0,0
MCH_financial_statements_2022_consolidated,69,69,0,0
MCH_financial_statements_2022_separate,55,55,0,0
MCH_financial_statements_2023_consolidated,74,74,0,0
MCH_financial_statements_2023_separate,61,61,0,0
MCH_2024_financial_statement_explanations_1,5,5,0,0
MCH_2024_financial_statement_explanations_2,5,5,0,0
MCH_financial_statements_2024_consolidated,79,79,0,0
MCH_financial_statements_2024_separate,69,69,0,0
MCH_financial_statements_2025_consolidated,84,84,0,0
MCH_financial_statements_2025_separate,62,62,0,0
MML_financial_statements_2017_consolidated,73,73,0,0
MML_financial_statements_2017_separate,30,30,0,0
MML_financial_statements_2018_consolidated,62,62,0,0
MML_financial_statements_2019_consolidated,68,68,0,0
MML_financial_statements_2019_separate,51,51,0,0
MML_financial_statements_2020_consolidated,78,78,0,0
MML_financial_statements_2020_separate,51,51,0,0
MML_financial_statements_2021_consolidated,81,81,0,0
MML_financial_statements_2021_separate,50,50,0,0
MML_financial_statements_2022_consolidated,79,79,0,0
MML_financial_statements_2022_separate,50,50,0,0
MML_financial_statements_2023_consolidated,72,72,0,0
MML_financial_statements_2023_separate,47,47,0,0
MML_financial_statements_2024_consolidated,71,71,0,0
MML_financial_statements_2024_separate,43,43,0,0
MML_financial_statements_2025_consolidated,66,66,0,0
MML_financial_statements_2025_separate,39,39,0,0
MPC_financial_statements_2015_consolidated,77,77,0,0
MPC_financial_statements_2016_consolidated,76,76,0,0
MPC_financial_statements_2016_separate,56,56,0,0
MPC_financial_statements_2017_consolidated,78,78,0,0
MPC_financial_statements_2017_separate,62,62,0,0
MPC_financial_statements_2018_consolidated,74,74,0,0
MPC_financial_statements_2018_separate,63,63,0,0
MPC_financial_statements_2019_consolidated,77,77,0,0
MPC_financial_statements_2019_separate_1,44,44,0,0
MPC_financial_statements_2019_separate_2,18,18,0,0
MPC_financial_statements_2020_consolidated,79,79,0,0
MPC_financial_statements_2020_separate,67,67,0,0
MPC_financial_statements_2021_consolidated,79,79,0,0
MPC_financial_statements_2021_separate,63,63,0,0
MPC_financial_statements_2022_consolidated,82,82,0,0
MPC_financial_statements_2022_separate,73,73,0,0
MPC_financial_statements_2023_consolidated,81,81,0,0
MPC_financial_statements_2023_separate,64,64,0,0
MPC_financial_statements_2024_consolidated,76,76,0,0
MPC_financial_statements_2024_separate,64,64,0,0
MPC_financial_statements_2025_consolidated,80,80,0,0
MPC_financial_statements_2025_separate,68,68,0,0
MSB_financial_statements_2015_consolidated,6,6,0,0
MSB_financial_statements_2015_separate,7,7,0,0
MSB_financial_statements_2016_consolidated,11,11,0,0
MSB_financial_statements_2016_separate,99,99,0,0
MSB_financial_statements_2017_consolidated,11,11,0,0
MSB_financial_statements_2017_separate,97,97,0,0
MSB_financial_statements_2018_consolidated,111,111,0,0
MSB_financial_statements_2018_separate,107,107,0,0
MSB_financial_statements_2019_consolidated,112,112,0,0
MSB_financial_statements_2019_separate,110,110,0,0
MSB_financial_statements_2020_consolidated,108,108,0,0
MSB_financial_statements_2020_separate,109,109,0,0
MSB_financial_statements_2021_consolidated,110,110,0,0
MSB_financial_statements_2021_separate,99,99,0,0
MSB_financial_statements_2022_consolidated,126,126,0,0
MSB_financial_statements_2022_separate,121,121,0,0
MSB_financial_statements_2023_consolidated,120,120,0,0
MSB_financial_statements_2023_separate,108,108,0,0
MSB_financial_statements_2024_consolidated,99,99,0,0
MSB_financial_statements_2024_separate,102,102,0,0
MSB_financial_statements_2025_consolidated,107,107,0,0
MSB_financial_statements_2025_separate,99,99,0,0
MSN_financial_statements_2015_consolidated,117,117,0,0
MSN_financial_statements_2015_separate,117,117,0,0
MSN_financial_statements_2016_consolidated,85,85,0,0
MSN_financial_statements_2016_separate,32,32,0,0
MSN_financial_statements_2017_consolidated,78,78,0,0
MSN_financial_statements_2017_separate,35,35,0,0
MSN_financial_statements_2018_consolidated,78,78,0,0
MSN_financial_statements_2018_separate,36,36,0,0
MSN_financial_statements_2019_consolidated,86,86,0,0
MSN_financial_statements_2019_separate,36,36,0,0
MSN_financial_statements_2020_consolidated,94,94,0,0
MSN_financial_statements_2020_separate,42,42,0,0
MSN_financial_statements_2021_consolidated,113,113,0,0
MSN_financial_statements_2021_separate,43,43,0,0
MSN_financial_statements_2022_consolidated,98,98,0,0
MSN_financial_statements_2022_separate,41,41,0,0
MSN_financial_statements_2023_consolidated,82,82,0,0
MSN_financial_statements_2023_separate,45,45,0,0
MSN_financial_statements_2024_consolidated,81,81,0,0
MSN_financial_statements_2024_separate,43,43,0,0
MSN_financial_statements_2025_consolidated,80,80,0,0
MSN_financial_statements_2025_separate,42,42,0,0
MSR_financial_statements_2015_consolidated,64,64,0,0
MSR_financial_statements_2015_separate,64,64,0,0
MSR_financial_statements_2016_consolidated,51,51,0,0
MSR_financial_statements_2016_separate,51,51,0,0
MSR_financial_statements_2017_consolidated,56,56,0,0
MSR_financial_statements_2017_separate,56,56,0,0
MSR_financial_statements_2018_consolidated,60,60,0,0
MSR_financial_statements_2018_separate,60,60,0,0
MSR_financial_statements_2019_consolidated,53,53,0,0
MSR_financial_statements_2019_separate,23,23,0,0
MSR_financial_statements_2020_consolidated,59,59,0,0
MSR_financial_statements_2020_separate,20,20,0,0
MSR_financial_statements_2021_consolidated,127,127,0,0
MSR_financial_statements_2021_separate,46,46,0,0
MSR_financial_statements_2022_consolidated,116,116,0,0
MSR_financial_statements_2022_separate,45,45,0,0
MSR_financial_statements_2023_consolidated,129,129,0,0
